22.387,2815.484,1.10,0
22.483,2340.69,1.04,4.9
21.667,1703.71,0.99,0
17.970,387.157,0.94,114.5
15.487,179.359,1.13,0
12.760,202.721,1.20,19.2
12.087,2550.61,1.24,79.4
13.239,18566.135,1.34,13.2
14.2,10795.667,1.26,16.5
16.658,7020,1.21,0.2
18.132,17250,1.23,0
20.561,10447.742,1.25,0
